"","age","race","gender","educ","pid3","pid7","ideo5","newsint","treatment","Legit_Trust","Legit_Fair","Strong_Exec","Pres_No_Others","Checks_Balances","female"
"910","45-64","White",2,"4-year College Degree","Independent",8,"Conservative","Medium","Control",0.333333333333333,0.25,0.666666666666667,0.333333333333333,0.333333333333333,"Female"
"911","18-29","White",2,"High School Graduate","Independent",4,"Not Sure","Medium","Diverse But Critiqued",0,0,0.833333333333333,0.833333333333333,0.166666666666667,"Female"
"912","30-44","Hispanic",2,"2-year College Degree","Democrat",1,"Very Conservative","Don't Know","Diverse But Critiqued",1,0.75,0.833333333333333,0.5,0.5,"Female"
"913","18-29","White",2,"High School Graduate","Independent",4,"Moderate","Low","Diverse",0.5,0.5,0.666666666666667,0.166666666666667,0,"Female"
"914","30-44","White",1,"Less than a High School Diploma","Republican",6,"Conservative","Medium","Diverse",0.333333333333333,0.5,0.166666666666667,0.166666666666667,0,"Male"
"915","30-44","Hispanic",1,"2-year College Degree","Democrat",1,"Liberal","Low","Diverse But Critiqued",0.666666666666667,0.75,0.833333333333333,0.666666666666667,0.333333333333333,"Male"
"916","45-64","White",2,"High School Graduate","Independent",4,"Very Conservative","None","Control",0.5,0.5,0.5,0.5,0.166666666666667,"Female"
"917","45-64","Hispanic",1,"4-year College Degree","Republican",7,"Moderate","Medium","Diverse",0.666666666666667,0.75,0.666666666666667,0.666666666666667,0.166666666666667,"Male"
"918","45-64","White",2,"High School Graduate","Independent",4,"Moderate","Low","Control",0.5,0.25,0.833333333333333,0.666666666666667,0.5,"Female"
"919","30-44","White",2,"4-year College Degree","Republican",6,"Conservative","High","Diverse But Critiqued",0.666666666666667,0.75,0.5,0.5,0.166666666666667,"Female"
"920","45-64","White",2,"High School Graduate","Independent",4,"Liberal","Medium","Diverse",0.5,0.5,0.5,0.833333333333333,0.166666666666667,"Female"
"921","30-44","White",1,"High School Graduate","Republican",7,"Conservative","None","Control",0.5,0.5,0.833333333333333,0.166666666666667,0.5,"Male"
"922","18-29","Black",1,"Some College","Democrat",1,"Very Liberal","High","Diverse",0.666666666666667,1,0.5,0.333333333333333,0,"Male"
"923","45-64","White",2,"Less than a High School Diploma","Democrat",2,"Moderate","High","Control",0.333333333333333,0.25,1,1,0.5,"Female"
"924","18-29","Hispanic",1,"Some College","Independent",4,"Not Sure","Don't Know","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Male"
"925","30-44","White",2,"4-year College Degree","Democrat",2,"Moderate","Medium","Control",0.333333333333333,1,0.666666666666667,0,0,"Female"
"926","45-64","Black",1,"High School Graduate","Democrat",2,"Very Liberal","Medium","Diverse",0.5,0.75,0.5,0.666666666666667,0.5,"Male"
"927","18-29","Hispanic",1,"Some College","Democrat",2,"Moderate","Don't Know","Diverse",0.666666666666667,0.75,0.666666666666667,0.5,0.5,"Male"
"928","45-64","White",2,"Less than a High School Diploma","Independent",4,"Moderate","Medium","Diverse But Critiqued",0.666666666666667,0.5,0.5,0.166666666666667,0.166666666666667,"Female"
"929","18-29","White",2,"High School Graduate","Republican",7,"Conservative","High","Diverse But Critiqued",0.666666666666667,0.25,0.666666666666667,0.833333333333333,0.5,"Female"
"930","45-64","White",2,"High School Graduate","Republican",6,"Not Sure","Don't Know","Diverse",0.666666666666667,0.5,0.666666666666667,0.5,0.5,"Female"
"931","45-64","White",2,"High School Graduate","Democrat",1,"Liberal","Low","Control",0.833333333333333,1,0.833333333333333,0.5,0.333333333333333,"Female"
"932","30-44","Hispanic",1,"Some College","Independent",3,"Very Liberal","High","Diverse But Critiqued",0.333333333333333,0.25,0.666666666666667,0,0,"Male"
"933","45-64","Hispanic",2,"High School Graduate","Democrat",1,"Moderate","Medium","Control",0.666666666666667,0.75,0.666666666666667,0.5,0.666666666666667,"Female"
"934","45-64","White",2,"High School Graduate","Independent",4,"Not Sure","Don't Know","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"935","18-29","White",2,"High School Graduate","Independent",4,"Not Sure","None","Control",0,0,0.5,1,0,"Female"
"936","18-29","White",2,"High School Graduate","Republican",6,"Moderate","None","Diverse But Critiqued",0.5,0.25,0.333333333333333,0.5,0.333333333333333,"Female"
"937","45-64","White",2,"High School Graduate","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.666666666666667,0.75,0.5,0.333333333333333,0.166666666666667,"Female"
"938","45-64","White",2,"Less than a High School Diploma","Republican",7,"Moderate","Medium","Diverse But Critiqued",0.833333333333333,0.75,0.833333333333333,0.833333333333333,0.333333333333333,"Female"
"939","45-64","White",2,"High School Graduate","Not Sure",8,"Not Sure","Don't Know","Diverse",0.166666666666667,0.5,0.5,0.5,0.5,"Female"
"940","30-44","Black",2,"High School Graduate","Independent",4,"Moderate","Low","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"941","65+","Black",1,"High School Graduate","Democrat",2,"Moderate","Medium","Diverse",0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,"Male"
"942","65+","Hispanic",2,"High School Graduate","Republican",7,"Very Conservative","High","Diverse",0.5,0.75,0.833333333333333,0,0.166666666666667,"Female"
"943","30-44","Hispanic",2,"High School Graduate","Democrat",1,"Moderate","Medium","Control",0.833333333333333,1,0.5,0.5,0.833333333333333,"Female"
"944","45-64","White",2,"High School Graduate","Independent",4,"Moderate","None","Control",0.666666666666667,0.75,0.666666666666667,0.5,0.333333333333333,"Female"
"945","45-64","White",2,"High School Graduate","Democrat",1,"Conservative","None","Diverse",0.333333333333333,0.5,0.5,0.5,0.166666666666667,"Female"
"946","45-64","Hispanic",1,"High School Graduate","Democrat",1,"Liberal","High","Control",0.5,0.5,0.5,0.5,0.166666666666667,"Male"
"947","18-29","White",2,"High School Graduate","Republican",7,"Very Conservative","Don't Know","Diverse",0.5,0.5,0.5,0.5,0.166666666666667,"Female"
"948","45-64","White",2,"High School Graduate","Republican",7,"Not Sure","None","Diverse But Critiqued",0,0,0,0.333333333333333,0.5,"Female"
"949","65+","Black",2,"High School Graduate","Democrat",1,"Moderate","Medium","Diverse",0.5,0.25,0.666666666666667,0.666666666666667,0.333333333333333,"Female"
"950","45-64","White",2,"High School Graduate","Independent",4,"Not Sure","None","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"951","18-29","White",2,"High School Graduate","Independent",4,"Moderate","None","Control",1,0.75,0.833333333333333,1,0.166666666666667,"Female"
"952","45-64","White",2,"High School Graduate","Republican",7,"Very Conservative","None","Diverse",0.5,0.5,0.5,0.5,0.333333333333333,"Female"
"953","45-64","Hispanic",2,"High School Graduate","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.833333333333333,0.75,1,0,0.833333333333333,"Female"
"954","18-29","Asian",1,"High School Graduate","Not Sure",4,"Not Sure","Don't Know","Control",0.333333333333333,0.5,0.5,0,0,"Male"
"955","45-64","White",1,"High School Graduate","Independent",3,"Conservative","None","Control",0.5,0.75,0.5,0.666666666666667,0.5,"Male"
"956","65+","Hispanic",1,"High School Graduate","Independent",3,"Conservative","Low","Diverse But Critiqued",0.666666666666667,0.75,0.833333333333333,0.333333333333333,0.166666666666667,"Male"
"957","45-64","White",2,"High School Graduate","Not Sure",4,"Not Sure","Don't Know","Diverse But Critiqued",0.5,0.5,0.5,0.666666666666667,0.333333333333333,"Female"
"958","45-64","White",2,"High School Graduate","Democrat",2,"Liberal","None","Control",0.666666666666667,0.75,0.666666666666667,0.5,0.333333333333333,"Female"
"959","45-64","White",2,"High School Graduate","Republican",6,"Moderate","High","Control",0.333333333333333,0.25,0.666666666666667,0.666666666666667,0,"Female"
"960","45-64","White",2,"Less than a High School Diploma","Independent",4,"Moderate","None","Diverse",0.5,0.5,0.5,0.5,0.166666666666667,"Female"
"961","45-64","Hispanic",2,"High School Graduate","Independent",4,"Liberal","Low","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"962","45-64","Black",1,"High School Graduate","Republican",6,"Very Conservative","Medium","Diverse",0.666666666666667,0.75,0.666666666666667,0.166666666666667,0.166666666666667,"Male"
"963","45-64","White",2,"Less than a High School Diploma","Independent",5,"Very Conservative","Low","Diverse",0,0.5,1,0.5,0.5,"Female"
"964","45-64","White",2,"High School Graduate","Independent",3,"Moderate","Low","Control",0.5,0.5,0.666666666666667,0.333333333333333,0.333333333333333,"Female"
"965","45-64","White",2,"High School Graduate","Republican",7,"Very Conservative","High","Control",0.666666666666667,0.75,0.833333333333333,0.333333333333333,0,"Female"
"966","45-64","Hispanic",2,"High School Graduate","Not Sure",4,"Moderate","None","Control",0.5,0.5,0.333333333333333,0.833333333333333,0.166666666666667,"Female"
"967","45-64","White",2,"High School Graduate","Not Sure",3,"Moderate","Low","Diverse But Critiqued",0.666666666666667,0.5,1,1,0,"Female"
"968","45-64","Black",2,"High School Graduate","Democrat",1,"Not Sure","Don't Know","Diverse",0,0.5,0.5,0.5,0.833333333333333,"Female"
"969","30-44","Hispanic",1,"High School Graduate","Democrat",2,"Liberal","High","Diverse",0.833333333333333,0.75,0.5,0.333333333333333,0.333333333333333,"Male"
"970","45-64","White",2,"High School Graduate","Independent",4,"Moderate","Medium","Control",0.333333333333333,0.75,0.666666666666667,0.166666666666667,0,"Female"
"971","45-64","White",2,"Less than a High School Diploma","Independent",4,"Conservative","None","Diverse But Critiqued",0.5,0.5,1,1,0,"Female"
"972","45-64","White",2,"High School Graduate","Independent",4,"Not Sure","Medium","Diverse",0,0.5,1,1,0,"Female"
"973","45-64","Hispanic",1,"Some College","Democrat",1,"Conservative","High","Diverse",0.333333333333333,0.5,1,0.666666666666667,0,"Male"
"974","18-29","Hispanic",1,"Some College","Democrat",1,"Very Liberal","Low","Control",0.666666666666667,0.75,0.833333333333333,0.333333333333333,0.166666666666667,"Male"
"975","65+","Black",1,"High School Graduate","Democrat",2,"Conservative","High","Diverse",1,0.75,1,1,0,"Male"
"976","65+","Hispanic",2,"High School Graduate","Democrat",2,"Moderate","High","Diverse",0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.5,"Female"
"977","45-64","White",2,"High School Graduate","Democrat",2,"Conservative","Medium","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"978","30-44","White",1,"High School Graduate","Independent",8,"Not Sure","High","Diverse",0.666666666666667,0.75,0.833333333333333,0.833333333333333,0,"Male"
"979","30-44","White",1,"Less than a High School Diploma","Not Sure",8,"Not Sure","Low","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.666666666666667,0.166666666666667,"Male"
"980","45-64","White",2,"High School Graduate","Independent",4,"Moderate","High","Diverse",0.333333333333333,0.75,1,0.5,0.5,"Female"
"981","45-64","White",2,"High School Graduate","Democrat",2,"Moderate","Low","Control",0.666666666666667,0.5,0.833333333333333,0.5,0.5,"Female"
"982","45-64","White",2,"High School Graduate","Independent",4,"Moderate","None","Control",0.666666666666667,0.75,0.666666666666667,0.166666666666667,0.333333333333333,"Female"
"983","45-64","White",2,"High School Graduate","Not Sure",5,"Liberal","High","Control",0.666666666666667,0.75,0.5,0.5,0.166666666666667,"Female"
"984","45-64","Hispanic",2,"High School Graduate","Independent",4,"Very Conservative","Don't Know","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"985","45-64","White",1,"High School Graduate","Independent",3,"Moderate","Low","Diverse But Critiqued",0.666666666666667,0.5,0.5,0.5,0.166666666666667,"Male"
"986","65+","Black",2,"High School Graduate","Democrat",2,"Very Liberal","Medium","Control",0.666666666666667,0.75,0.333333333333333,0.333333333333333,0.333333333333333,"Female"
"987","65+","White",1,"Post-Graduate Degree","Republican",7,"Very Conservative","High","Diverse But Critiqued",0,0,0.666666666666667,0.166666666666667,0,"Male"
"988","30-44","White",1,"High School Graduate","Republican",7,"Liberal","Medium","Control",0.5,0.75,0.666666666666667,0.666666666666667,0.666666666666667,"Male"
"989","45-64","White",2,"High School Graduate","Independent",4,"Moderate","None","Control",0.333333333333333,0.5,0.666666666666667,0.5,0.333333333333333,"Female"
"990","45-64","White",2,"Less than a High School Diploma","Independent",8,"Not Sure","None","Control",0.166666666666667,0.5,0.5,0.666666666666667,0.5,"Female"
"991","45-64","Hispanic",2,"Less than a High School Diploma","Not Sure",4,"Not Sure","Medium","Diverse",0.5,0.5,1,1,0,"Female"
"992","45-64","White",2,"2-year College Degree","Republican",6,"Conservative","Medium","Diverse",0.333333333333333,0.25,NA,0.5,0.166666666666667,"Female"
"993","65+","Hispanic",2,"High School Graduate","Republican",6,"Very Conservative","Medium","Diverse",0.833333333333333,1,0.833333333333333,0.833333333333333,0,"Female"
"994","45-64","Black",1,"High School Graduate","Democrat",1,"Moderate","High","Control",0.666666666666667,0.75,0.833333333333333,0.666666666666667,0.333333333333333,"Male"
"995","30-44","White",2,"4-year College Degree","Not Sure",4,"Not Sure","Medium","Diverse But Critiqued",0.166666666666667,0.25,0.166666666666667,0.5,0,"Female"
"996","45-64","White",2,"4-year College Degree","Republican",7,"Conservative","High","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.333333333333333,0,"Female"
"997","45-64","Black",2,"Less than a High School Diploma","Democrat",1,"Very Conservative","Medium","Control",1,0.75,0.5,0.166666666666667,0.5,"Female"
"998","45-64","White",2,"Some College","Republican",7,"Conservative","Medium","Control",0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.333333333333333,"Female"
"999","30-44","Hispanic",1,"High School Graduate","Democrat",1,"Very Liberal","High","Diverse",0.666666666666667,0.75,1,0.833333333333333,0,"Male"
"1000","45-64","Hispanic",2,"Some College","Democrat",2,"Moderate","None","Diverse But Critiqued",0.666666666666667,0.75,0.833333333333333,0,0.166666666666667,"Female"
"1001","30-44","White",1,"High School Graduate","Democrat",2,"Moderate","Low","Diverse But Critiqued",0,0.25,0,0,0.333333333333333,"Male"
"1002","45-64","Black",1,"High School Graduate","Democrat",1,"Very Liberal","High","Diverse",0.166666666666667,0.5,0.5,0.5,0.166666666666667,"Male"
"1003","30-44","White",1,"High School Graduate","Not Sure",4,"Not Sure","Don't Know","Control",0.5,0.5,0.5,0.5,0.5,"Male"
"1004","65+","Hispanic",2,"2-year College Degree","Independent",4,"Conservative","Medium","Diverse",0.333333333333333,0.75,0.833333333333333,0.333333333333333,0.166666666666667,"Female"
"1005","30-44","Hispanic",2,"High School Graduate","Republican",7,"Very Conservative","High","Control",0,0.5,0.5,0.833333333333333,0.5,"Female"
"1006","30-44","White",1,"High School Graduate","Independent",5,"Not Sure","Don't Know","Diverse But Critiqued",0.666666666666667,0.75,0.166666666666667,0.666666666666667,0,"Male"
"1007","45-64","Hispanic",1,"Some College","Republican",7,"Conservative","High","Diverse",0.5,0.5,0.5,0.5,0.5,"Male"
"1008","45-64","White",1,"High School Graduate","Democrat",2,"Moderate","Medium","Control",0,0,0.166666666666667,0,0,"Male"
"1009","18-29","Hispanic",1,"High School Graduate","Republican",6,"Conservative","Medium","Diverse",0.666666666666667,0.5,0.5,0.5,0.5,"Male"
"1010","45-64","Hispanic",1,"Less than a High School Diploma","Not Sure",4,"Not Sure","None","Diverse But Critiqued",0.5,0.5,0.666666666666667,0.166666666666667,0.5,"Male"
"1011","45-64","Hispanic",1,"High School Graduate","Independent",3,"Moderate","Medium","Diverse But Critiqued",0.666666666666667,0.25,0.833333333333333,0.166666666666667,0.166666666666667,"Male"
"1012","30-44","Hispanic",2,"Some College","Democrat",2,"Not Sure","Low","Diverse",0.666666666666667,0.5,0.833333333333333,0.5,0.333333333333333,"Female"
"1013","45-64","White",1,"High School Graduate","Independent",4,"Not Sure","Medium","Diverse But Critiqued",0,0,0.5,0.833333333333333,0.666666666666667,"Male"
"1014","45-64","White",1,"High School Graduate","Independent",4,"Very Liberal","None","Diverse But Critiqued",0.666666666666667,1,0.5,0.333333333333333,0,"Male"
"1015","45-64","Hispanic",2,"High School Graduate","Democrat",1,"Very Conservative","Medium","Diverse But Critiqued",0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.166666666666667,"Female"
"1016","45-64","Hispanic",2,"2-year College Degree","Republican",7,"Very Conservative","Medium","Control",0.666666666666667,0.5,0.833333333333333,0.166666666666667,0.166666666666667,"Female"
"1017","45-64","Black",1,"Post-Graduate Degree","Democrat",2,"Moderate","Medium","Diverse",0.166666666666667,0.25,0.166666666666667,0.166666666666667,0,"Male"
"1018","30-44","Hispanic",1,"High School Graduate","Independent",4,"Not Sure","Don't Know","Diverse",0.5,0.5,0.833333333333333,0.5,0.5,"Male"
"1019","30-44","White",1,"High School Graduate","Independent",5,"Very Conservative","None","Diverse",0.833333333333333,0.5,0.833333333333333,0.666666666666667,0.333333333333333,"Male"
"1020","45-64","Hispanic",1,"Some College","Republican",7,"Very Conservative","High","Diverse",0.666666666666667,1,0.833333333333333,0.166666666666667,0.333333333333333,"Male"
"1021","30-44","Black",2,"High School Graduate","Not Sure",8,"Liberal","Don't Know","Control",0.666666666666667,0.75,0.833333333333333,0.666666666666667,0.333333333333333,"Female"
"1022","45-64","White",1,"High School Graduate","Democrat",2,"Liberal","Medium","Diverse",0.166666666666667,0.75,0.833333333333333,0.833333333333333,0.166666666666667,"Male"
"1023","45-64","Black",2,"High School Graduate","Democrat",1,"Moderate","Low","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"1024","45-64","Black",2,"High School Graduate","Democrat",1,"Conservative","High","Control",0.333333333333333,0.25,1,0.5,0,"Female"
"1025","30-44","Black",1,"Less than a High School Diploma","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.5,0.5,0.666666666666667,0.5,0.5,"Male"
"1026","45-64","Black",2,"High School Graduate","Independent",4,"Conservative","None","Control",0.5,0.5,0.5,0.5,0.333333333333333,"Female"
"1027","45-64","White",1,"Less than a High School Diploma","Not Sure",4,"Not Sure","Low","Diverse But Critiqued",0.5,0.5,0.666666666666667,0.333333333333333,0.5,"Male"
"1028","45-64","White",1,"High School Graduate","Independent",3,"Moderate","None","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.166666666666667,0,"Male"
"1029","30-44","Hispanic",1,"High School Graduate","Republican",6,"Conservative","Medium","Control",0.5,0.5,0.333333333333333,0.333333333333333,0.166666666666667,"Male"
"1030","45-64","Hispanic",1,"Some College","Democrat",2,"Not Sure","None","Control",0.5,0.75,0.833333333333333,0.833333333333333,0.166666666666667,"Male"
"1031","45-64","Hispanic",1,"2-year College Degree","Republican",6,"Conservative","Medium","Control",0.333333333333333,0.5,0.666666666666667,0.166666666666667,0.166666666666667,"Male"
"1032","45-64","Hispanic",2,"Some College","Democrat",1,"Moderate","Low","Diverse",0.666666666666667,0.75,1,0.833333333333333,0.333333333333333,"Female"
"1033","45-64","Hispanic",1,"Post-Graduate Degree","Republican",7,"Conservative","Medium","Control",0.666666666666667,0.5,0.5,0.5,0.333333333333333,"Male"
"1034","45-64","White",1,"High School Graduate","Republican",6,"Moderate","High","Diverse",0,0.25,0.333333333333333,0.833333333333333,0.833333333333333,"Male"
"1035","30-44","Black",1,"High School Graduate","Independent",4,"Conservative","High","Diverse But Critiqued",1,1,1,0.833333333333333,0,"Male"
"1036","30-44","Black",2,"High School Graduate","Democrat",1,"Conservative","None","Diverse",0.666666666666667,1,1,0.833333333333333,0,"Female"
"1037","30-44","White",1,"High School Graduate","Independent",4,"Moderate","Low","Diverse But Critiqued",0.5,0.5,0.5,0,0,"Male"
"1038","30-44","Black",2,"High School Graduate","Democrat",2,"Moderate","None","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"1039","30-44","Hispanic",1,"High School Graduate","Republican",7,"Conservative","Low","Diverse",0.833333333333333,0.25,0.5,0.5,0.5,"Male"
"1040","30-44","Black",1,"High School Graduate","Not Sure",4,"Moderate","Medium","Control",0.833333333333333,0.75,0.666666666666667,0.666666666666667,0.166666666666667,"Male"
"1041","45-64","Hispanic",1,"Some College","Independent",5,"Conservative","High","Control",0.5,1,0.833333333333333,0,0,"Male"
"1042","45-64","Hispanic",2,"Some College","Republican",7,"Conservative","Medium","Diverse But Critiqued",0.666666666666667,0.5,0.833333333333333,0.833333333333333,0,"Female"
"1043","30-44","Hispanic",2,"2-year College Degree","Independent",3,"Moderate","Medium","Diverse",0.666666666666667,0.75,1,0,0,"Female"
"1044","45-64","Hispanic",1,"Some College","Republican",7,"Very Conservative","Medium","Diverse But Critiqued",0.666666666666667,1,1,0,0,"Male"
"1045","45-64","Hispanic",1,"2-year College Degree","Republican",6,"Liberal","Medium","Control",0.333333333333333,0.5,0.666666666666667,0.333333333333333,0.333333333333333,"Male"
"1046","45-64","Hispanic",1,"2-year College Degree","Independent",3,"Conservative","High","Control",0.333333333333333,0.75,0.666666666666667,0.666666666666667,0,"Male"
"1047","45-64","Hispanic",1,"2-year College Degree","Republican",7,"Conservative","Low","Diverse But Critiqued",0.333333333333333,0.75,0.833333333333333,0.166666666666667,0.166666666666667,"Male"
"1048","45-64","Black",2,"Post-Graduate Degree","Independent",4,"Moderate","High","Diverse",0.666666666666667,0.5,0.833333333333333,0.333333333333333,0.166666666666667,"Female"
"1049","45-64","Hispanic",2,"High School Graduate","Republican",7,"Very Conservative","Medium","Diverse",0.5,1,0.666666666666667,1,0.333333333333333,"Female"
"1050","30-44","Black",1,"High School Graduate","Independent",4,"Moderate","Medium","Diverse But Critiqued",0.833333333333333,0.75,0.5,0.666666666666667,0.333333333333333,"Male"
"1051","30-44","Black",2,"High School Graduate","Independent",4,"Moderate","Low","Diverse But Critiqued",0.833333333333333,0.5,0.833333333333333,0.666666666666667,0.5,"Female"
"1052","30-44","White",1,"High School Graduate","Not Sure",5,"Not Sure","None","Control",0,0.5,0.666666666666667,0.166666666666667,0.333333333333333,"Male"
"1053","30-44","Hispanic",2,"High School Graduate","Republican",7,"Very Conservative","Medium","Diverse",0.333333333333333,0.5,0.833333333333333,0.333333333333333,0.333333333333333,"Female"
"1054","45-64","Black",2,"High School Graduate","Democrat",2,"Moderate","Low","Control",0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.333333333333333,"Female"
"1055","45-64","Hispanic",1,"High School Graduate","Independent",5,"Conservative","Medium","Control",0.333333333333333,0.25,0.333333333333333,0.166666666666667,0,"Male"
"1056","45-64","Black",1,"Less than a High School Diploma","Democrat",1,"Very Liberal","High","Diverse",0.833333333333333,1,0.833333333333333,0.833333333333333,0.333333333333333,"Male"
"1057","45-64","White",1,"Less than a High School Diploma","Independent",3,"Moderate","Low","Diverse But Critiqued",0.666666666666667,0.75,0.5,0.333333333333333,0.166666666666667,"Male"
"1058","30-44","Hispanic",2,"Less than a High School Diploma","Independent",4,"Not Sure","None","Diverse",0.5,1,1,0.5,0.5,"Female"
"1059","30-44","White",1,"High School Graduate","Democrat",1,"Very Liberal","High","Diverse But Critiqued",1,1,1,1,0,"Male"
"1060","30-44","White",1,"High School Graduate","Independent",4,"Moderate","None","Diverse But Critiqued",0.5,0.5,0.5,0.5,0,"Male"
"1061","18-29","White",2,"4-year College Degree","Democrat",1,"Very Liberal","High","Diverse",0.666666666666667,0.75,0.666666666666667,0.166666666666667,0,"Female"
"1062","30-44","White",1,"High School Graduate","Republican",7,"Conservative","Medium","Control",0,0,0.5,1,0.5,"Male"
"1063","30-44","Hispanic",2,"Post-Graduate Degree","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.5,0.75,0.5,0.5,0.5,"Female"
"1064","30-44","Hispanic",1,"High School Graduate","Republican",7,"Conservative","High","Control",0.833333333333333,1,0.833333333333333,0.833333333333333,0.166666666666667,"Male"
"1065","18-29","White",1,"High School Graduate","Democrat",1,"Conservative","Low","Diverse",0.5,0.75,0.5,0.833333333333333,0.333333333333333,"Male"
"1066","45-64","White",1,"Some College","Democrat",1,"Very Liberal","High","Diverse",0.333333333333333,0.75,0.5,0.166666666666667,0,"Male"
"1067","18-29","White",2,"Some College","Democrat",2,"Liberal","Low","Diverse",0.833333333333333,0.75,0.833333333333333,0.5,0.333333333333333,"Female"
"1068","45-64","White",1,"High School Graduate","Independent",4,"Conservative","None","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Male"
"1069","65+","White",1,"Post-Graduate Degree","Democrat",2,"Moderate","High","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0,0,"Male"
"1070","18-29","White",2,"2-year College Degree","Democrat",1,"Very Liberal","Medium","Control",0.666666666666667,0.75,0.333333333333333,0,0,"Female"
"1071","30-44","White",2,"4-year College Degree","Democrat",2,"Moderate","Medium","Control",0.833333333333333,0.75,0.333333333333333,0.166666666666667,0,"Female"
"1072","45-64","White",1,"Some College","Democrat",1,"Moderate","Low","Control",0.333333333333333,0.5,0.333333333333333,0.833333333333333,0.166666666666667,"Male"
"1073","45-64","Black",2,"Less than a High School Diploma","Democrat",1,"Moderate","None","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"1074","30-44","Hispanic",2,"4-year College Degree","Democrat",1,"Moderate","High","Diverse",1,0.75,0.833333333333333,1,0,"Female"
"1075","45-64","White",2,"Some College","Democrat",2,"Not Sure","Medium","Diverse But Critiqued",0.5,0.5,0.333333333333333,0.666666666666667,0.333333333333333,"Female"
"1076","18-29","White",2,"High School Graduate","Not Sure",8,"Not Sure","None","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"1077","30-44","White",2,"4-year College Degree","Democrat",2,"Liberal","None","Diverse",0.5,0.75,0.5,0.166666666666667,0.166666666666667,"Female"
"1078","18-29","White",2,"Some College","Democrat",2,"Very Liberal","Medium","Diverse But Critiqued",0.333333333333333,0.25,0.333333333333333,0.333333333333333,0.666666666666667,"Female"
"1079","18-29","Hispanic",2,"High School Graduate","Democrat",1,"Very Liberal","Medium","Control",0.166666666666667,0,0.166666666666667,0.5,0,"Female"
"1080","45-64","White",1,"4-year College Degree","Independent",4,"Moderate","High","Control",0.333333333333333,0.5,0.666666666666667,0.333333333333333,0.333333333333333,"Male"
"1081","45-64","White",2,"4-year College Degree","Democrat",1,"Liberal","High","Diverse But Critiqued",0.333333333333333,0.75,0.666666666666667,0.166666666666667,0.166666666666667,"Female"
"1082","45-64","Black",1,"Some College","Democrat",1,"Liberal","Medium","Diverse",0.666666666666667,0.75,0.666666666666667,0.666666666666667,0,"Male"
"1083","45-64","White",2,"Post-Graduate Degree","Democrat",1,"Very Liberal","High","Control",0.5,0.25,0.166666666666667,0.5,0.166666666666667,"Female"
"1084","45-64","Hispanic",1,"Post-Graduate Degree","Democrat",2,"Moderate","Medium","Control",0.5,0.5,1,0.333333333333333,0.333333333333333,"Male"
"1085","30-44","Black",2,"Some College","Independent",4,"Not Sure","None","Diverse But Critiqued",0.5,0.5,0.5,0.333333333333333,0.666666666666667,"Female"
"1086","45-64","White",1,"Post-Graduate Degree","Democrat",1,"Very Liberal","High","Diverse",0.666666666666667,0.25,0.666666666666667,0.833333333333333,0,"Male"
"1087","18-29","White",2,"Post-Graduate Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.666666666666667,0.25,0.666666666666667,0,0,"Female"
"1088","18-29","White",1,"4-year College Degree","Democrat",2,"Moderate","Medium","Control",0.833333333333333,0.75,0.666666666666667,1,0.5,"Male"
"1089","45-64","White",2,"2-year College Degree","Democrat",1,"Liberal","High","Control",0.166666666666667,0.25,0.166666666666667,0,0,"Female"
"1090","65+","White",1,"4-year College Degree","Democrat",1,"Moderate","High","Diverse But Critiqued",0.333333333333333,0.75,0.833333333333333,0.833333333333333,0,"Male"
"1091","45-64","White",2,"Some College","Democrat",1,"Very Liberal","High","Control",0.333333333333333,0.25,0.666666666666667,0.333333333333333,0,"Female"
"1092","30-44","Black",2,"High School Graduate","Democrat",1,"Not Sure","Don't Know","Diverse",0.5,0.5,0.666666666666667,0.5,0.333333333333333,"Female"
